,energy_values_captured,totel_energy_consumption,max_consumption,min_consumption,weekday_avg,weekday_median,weekend_avg,weekend_median,sunday_3_avg_kw,sunday_3_median_kw,weekday_avg_08_17,weekdend_avg_08_17,weekday_avg_17_08,weekends_avg_17_08
0,35040,50743.05,5.48,0.27,150.64,149.94,108.38,107.58,4.48,3.67,7.7,4.27,5.55,4.65
